StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,intro1_First Click,intro1_Last Click,intro1_Page Submit,intro1_Click Count,intro3_First Click,intro3_Last Click,intro3_Page Submit,intro3_Click Count,acc2_First Click,acc2_Last Click,acc2_Page Submit,acc2_Click Count,control_t_First Click,control_t_Last Click,control_t_Page Submit,control_t_Click Count,con_ret_t1_First Click,con_ret_t1_Last Click,con_ret_t1_Page Submit,con_ret_t1_Click Count,con_ret_1,Q404,Q407,Q408,Q409,Q410,Q411,Q412,post_t1_First Click,post_t1_Last Click,post_t1_Page Submit,post_t1_Click Count,post1_1,post1_2,post1_3,post1_4,post2_1,post2_2,post2_3,post2_4,post_t2_First Click,post_t2_Last Click,post_t2_Page Submit,post_t2_Click Count,post3_1,post3_2,post3_3,post3_4,post_t3_First Click,post_t3_Last Click,post_t3_Page Submit,post_t3_Click Count,co2_t_First Click,co2_t_Last Click,co2_t_Page Submit,co2_t_Click Count,co2_ret_t1_First Click,co2_ret_t1_Last Click,co2_ret_t1_Page Submit,co2_ret_t1_Click Count,co2_ret_1,co2_ret_2,co2_ret_3,co2_ret_4,Q400,Q401,Q402,Q414,graphic_t_First Click,graphic_t_Last Click,graphic_t_Page Submit,graphic_t_Click Count,dem_t1_First Click,dem_t1_Last Click,dem_t1_Page Submit,dem_t1_Click Count,dem_t2_First Click,dem_t2_Last Click,dem_t2_Page Submit,dem_t2_Click Count,dem_2,dem_2_3_TEXT,dem_2b,dem_t3_First Click,dem_t3_Last Click,dem_t3_Page Submit,dem_t3_Click Count,dem_3,dem_3b,dem_3c,dem_t4_First Click,dem_t4_Last Click,dem_t4_Page Submit,dem_t4_Click Count,dem_4,dem_4_6_TEXT,dem_4b,dem_4c_1,dem_4d_1,dem_t5_First Click,dem_t5_Last Click,dem_t5_Page Submit,dem_t5_Click Count,dem_5,dem_5_11_TEXT,dem_t6_First Click,dem_t6_Last Click,dem_t6_Page Submit,dem_t6_Click Count,dem_6,dem_t7_First Click,dem_t7_Last Click,dem_t7_Page Submit,dem_t7_Click Count,dem_7,dem_7_7_TEXT,dem_t8_First Click,dem_t8_Last Click,dem_t8_Page Submit,dem_t8_Click Count,dem_8,dem_8b,dem_t9_First Click,dem_t9_Last Click,dem_t9_Page Submit,dem_t9_Click Count,dem_9,dem_9c,fin_t_First Click,fin_t_Last Click,fin_t_Page Submit,fin_t_Click Count,SC0,mTurkCode,workerID,Condition
2021-04-02 23:14:54,2021-04-02 23:22:54,0,100,479,1,2021-04-02 23:22:54,R_ZspW0UrpptdCbiF,anonymous,EN,0.8000000000000000444089209850062616169452667236328125,0,0,40.482,0,0,0,10.26,0,0,0,3.763,0,4.891,18.947,25.183,3,13.585,183.519,184.472,10,"43,500",2,2,3,1,3,20%,3,9.067,17.609,18.359,5,4,5,6,3,4,5,2,4,3.283,14.162,15.434,5,6,4,2,3,4.148,17.778,18.494,4,,,,,,,,,,,,,,,,,,,,,0,0,3.047,0,1.441,2.831,4.762,2,1,,2,9.956,12.408,14.796,3,1,1,27,1.727,9.088,9.941,4,3,,2,5,5,1.823,1.823,6.132,1,4,,2.315,2.315,3.626,1,5,1.2,1.2,2.903,1,2,,3.022,3.022,4.261,1,7,,5.132,33.109,74.629,4,No.,"The scrolling or my browser accidentally goofed up on the previous page and didn't show me the last question about children until after I clicked the ""next"" button, so I didn't get to answer it and the survey didn't prevent me from continuing on (or provide me a back button).  To answer that question now, I have 0 children. ",0,0,7.069,0,7,15241680,,1
2021-04-03 02:00:50,2021-04-03 02:11:57,0,100,667,1,2021-04-03 02:11:58,R_QgjbpBTA3HmfML7,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,19.468,0,0,0,3.619,0,0,0,6.623,0,20.618,20.618,71.543,1,17.076,133.588,157.924,8,43000,2,2,3,1,2,20,4,6.541,13.831,23.266,4,1,6,7,6,5,5,2,1,6.138,11.602,47.352,5,7,6,2,2,4.158,12.19,39.105,5,,,,,,,,,,,,,,,,,,,,,0,0,3.631,0,0.632,1.641,30.994,2,2,,3,0.782,2.534,39.593,3,1,1,34,1.645,6.502,18.296,4,2,,2,5,5,18.387,18.387,39.666,1,8,,1.544,1.544,51.018,1,8,1.001,1.001,6.865,1,1,,1.596,5.267,18.376,2,6,3,1.549,1.549,47.981,1,No,,28.041,28.041,28.489,1,5,6162281,,1
2021-04-03 02:18:14,2021-04-03 02:25:43,0,100,449,1,2021-04-03 02:25:44,R_1GwQ25eBK1uixjT,anonymous,EN,1,3.134,3.134,11.077,1,0,0,4.735,0,0,0,20.877,0,,,,,,,,,,,,,,,,,12.819,28.433,30.329,5,2,6,6,5,5,5,2,2,8.031,15.744,16.505,4,5,6,2,5,8.108,20.803,21.653,4,0,0,169.834,0,8.02,87.667,89.052,15,410,3,3,4,550,3,2,2,,,,,0,0,3.633,0,1.983,6.653,9.039,4,1,,6,1.883,3.008,7.351,2,1,1,49,1.915,12.805,13.741,5,1,,2,2,2,1.782,6.221,6.706,2,1,,2.642,2.642,3.882,1,4,1.331,1.331,3.741,1,3,,3.381,6.508,7.449,2,3,4,4.034,6.588,9.28,2,no,,6.073,6.073,8.903,1,6,93903059,,2
2021-04-03 04:33:20,2021-04-03 04:37:07,0,100,226,1,2021-04-03 04:37:08,R_1BW00cSbTvtBf7R,anonymous,EN,1,0,0,8.196,0,0,0,4.925,0,0,0,13.025,0,,,,,,,,,,,,,,,,,6.014,13.219,15.006,4,1,7,7,7,7,5,1,1,2.798,7.982,12.414,5,7,7,2,6,2.93,14.393,15.235,4,,,,,1.546,46.962,48.728,8,400,3,1,1,500,3,2,2,0,0,48.275,0,0,0,3.408,0,0.879,2.621,4.405,2,1,,4,1.015,3.402,6.51,3,1,1,38,1.229,7.423,8.515,4,1,,2,1,1,1.544,1.544,5.973,1,1,,1.637,3.745,4.371,2,5,1.011,1.011,2.79,1,1,,2.095,4.141,5.403,2,10,1,0.859,4.353,7.047,2,No,None,0,0,6.276,0,7.3,5530644,,3
2021-04-03 05:38:57,2021-04-03 05:44:45,0,100,347,1,2021-04-03 05:44:46,R_sLvpxU6nXy7bCMx,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,6.875,0,0,0,5.839,0,0,0,38.228,0,,,,,,,,,,,,,,,,,15.897,28.965,32.768,5,1,7,7,7,7,5,1,4,4.241,27.169,28.987,6,7,7,2,2,6.922,23.018,23.969,4,,,,,3.097,61.172,64.876,8,400,3,3,4,500,3,2,2,0,0,59.935,0,0,0,3.487,0,2.157,6.489,8.419,2,2,,8,1.194,4.59,7.976,3,1,1,59,2.408,15.115,17.685,5,1,,2,3,2,1.997,1.997,6.307,1,2,,2.88,2.88,4.662,1,8,1.568,1.568,3.61,1,1,,2.565,6.393,9.259,2,3,1,6.757,6.757,10.5,1,no,,0,0,6.216,0,7,76792248,,3
2021-04-03 06:43:58,2021-04-03 07:01:07,0,100,1029,1,2021-04-03 07:01:08,R_3RpWTL8wkt4Jfh4,anonymous,EN,1,0,0,76.177,0,0,0,8.31,0,0,0,9.721,0,,,,,,,,,,,,,,,,,18.116,34.7,36.064,5,7,3,5,5,1,5,4,7,3.483,23.129,24.251,4,2,1,2,1,6.587,26.074,27.585,4,0,0,259.578,0,2.43,163.084,257.529,10,430,3,1,4,500,3,2,2,,,,,0,0,17.046,0,0.896,3.472,4.728,2,1,,8,1.901,4.255,9.395,3,1,1,52,1.497,9.164,10.319,4,2,,1,6,7,1.892,1.892,6.568,1,2,,5.48,5.48,6.414,1,8,1.047,1.047,3.67,1,1,,10.025,12.475,13.402,2,12,1,1.6,206.309,237.493,7,Probably - human caused climate change is/was the subject of choice of most surveys pre-covid,"The cause is theoretical, the ""cure"" is even more theoretical. It would make so much more sense to attempt research into adapting/living with possible climate change, than the ridiculous idea that we can somehow change it. But living with climate change doesn't allow the complete government control of all aspects of human civilization(including actual breathing). I wish people would start using their heads, rather than their feelings.",0,0,10.344,0,7,13282026,,2
2021-04-03 07:32:25,2021-04-03 07:40:37,0,100,491,1,2021-04-03 07:40:37,R_3oz0YZx5KhCv8wY,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,5.971,5.971,6.178,1,0,0,2.491,0,0,0,2.814,0,147.111,227.839,229.075,12,15.64,144.334,145.711,8,45 billion,2,2,3,1,5,80,3,0,0,14.057,0,2,6,6,6,6,5,1,1,0,0,9.134,0,6,6,2,6,0,0,11.753,0,,,,,,,,,,,,,,,,,,,,,0,0,2.445,0,5.301,5.301,5.823,1,2,,3,0,0,4.314,0,1,1,30,2.491,3.399,12.131,2,3,,2,4,5,0,0,5.94,0,5,,0,0,3.726,0,8,0,0,2.541,0,1,,1.384,6.179,8.56,2,4,3,0,0,6.943,0,no,,0,0,5.552,0,5,45157524,,1
2021-04-03 08:08:57,2021-04-03 08:19:06,0,100,609,1,2021-04-03 08:19:06,R_3MFmJtuolNardKk,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,7.2,0,0,0,6.317,0,0,0,13.01,0,,,,,,,,,,,,,,,,,6.179,12.323,20.797,5,1,7,7,7,7,5,1,1,3.285,9.645,10.482,4,7,7,2,7,3.715,12.659,13.943,4,,,,,1.598,255.295,257.395,16,400,3,1,4,410,4,2,2,0,0,204.392,0,0,0,3.087,0,0.903,3.949,5.494,2,2,,10,1.118,4.646,8.211,3,1,1,67,2.893,10.503,11.509,4,1,,2,1,1,2.626,3.09,6.623,2,11,UUA,3.076,3.076,4.087,1,9,2.146,2.146,3.285,1,5,,1.995,7.543,8.746,2,6,1,4.8,4.8,11.414,1,NO,,0,0,6.268,0,6,16024950,,3
2021-04-03 09:14:25,2021-04-03 09:22:42,0,100,496,1,2021-04-03 09:22:43,R_1IYmoqAKOlqJVnN,anonymous,EN,1,0,0,55.789,0,0,0,4.156,0,0,0,14.218,0,61.183,196.702,201.982,25,1.746,78.185,81.238,9,"3,000,000",2,2,4,4,3,30%,3,7.281,15.24,16.513,4,1,7,7,7,7,5,1,1,13.12,18.215,19.183,4,7,7,2,6,3.829,26.701,27.806,7,,,,,,,,,,,,,,,,,,,,,0,0,2.895,0,1.03,2.83,4.871,2,1,,4,1.711,3.911,6.359,3,1,1,37,1.238,12.158,13.879,4,1,,2,2,1,1.46,1.46,5.89,1,1,,2.608,2.608,3.903,1,8,1.067,1.843,2.979,2,"1,5",,2.779,5.667,6.635,2,9,4,5.518,5.518,12.783,1,"No, I have not. ",,0,0,6.102,0,4,22311120,,1
2021-04-03 10:42:24,2021-04-03 10:44:45,1,100,141,1,2021-04-03 10:44:46,R_SOdhHCoC6ZpsVB7,preview,EN,0.90000000000000002220446049250313080847263336181640625,0,0,6.396,0,2.89,2.89,3.952,1,0,0,7.606,0,,,,,,,,,,,,,,,,,6.857,11.248,13.326,5,3,3,3,3,3,3,3,3,1.927,3.877,5.276,4,3,3,3,3,2.265,3.868,5.207,4,0,0,4.602,0,12.043,21.083,23.083,9,1,3,1,1,1,1,1,1,,,,,0,0,4.205,0,1.014,1.769,3.816,2,2,,2,1.041,3.486,4.3,4,1,1,1,0.899,3.938,5.953,4,2,,1,5,4,0.71,0.71,6.016,1,2,,0.77,0.77,3.342,1,2,2.295,2.295,3.715,1,3,,0.61,0.61,4.629,1,2,,0.966,0.966,16.909,1,*********,*****TEST******,0,0,10.441,0,2.3,96404407,,2
2021-04-03 10:42:30,2021-04-03 10:47:57,0,100,327,1,2021-04-03 10:47:58,R_2BhvCfqY3SLINlb,anonymous,EN,1,0,0,6.837,0,0,0,5.358,0,0,0,12.111,0,,,,,,,,,,,,,,,,,7.195,26.598,29.052,4,2,6,7,7,7,5,1,2,6.034,16.708,17.962,4,6,7,2,5,4.404,22.135,23.315,4,,,,,1.292,56.589,58.3,10,400,3,1,4,500,3,2,2,0,0,91.133,0,0,0,4.775,0,1.708,3.436,5.729,3,2,,3,1.239,8.104,8.738,4,1,1,31,1.678,13.467,15.597,4,1,,2,2,3,1.514,1.514,6.055,1,2,,2.718,2.718,4.104,1,8,1.389,1.389,3.193,1,1,,3.437,8.498,10.867,2,10,2,2.774,2.774,8.464,1,No,,0,0,9.558,0,8,98990308,,3
2021-04-03 10:41:40,2021-04-03 10:49:10,0,100,449,1,2021-04-03 10:49:10,R_2SAiNRJkmd41R8S,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,6.421,0,0,0,6.853,0,0,0,25.004,0,,,,,,,,,,,,,,,,,5.559,18.645,18.984,6,1,6,7,7,6,5,1,1,12.031,26.101,26.767,5,7,7,2,6,8.133,18.503,19.381,5,0,0,169.538,0,4.454,76.81,79.323,12,400,3,1,4,500,3,2,2,,,,,0,0,3.701,0,1.044,3.798,5.448,2,1,,4,1.313,3.945,5.953,3,1,1,36,1.947,15.815,17.592,4,3,,2,3,5,2.907,2.907,5.937,1,5,,2.39,2.39,3.575,1,9,1.059,1.059,2.97,1,1,,2.021,6.603,12.382,2,8,3,6.64,6.64,19.913,1,I have not taken a similar survey.,,0,0,10,0,8,74662688,,2
2021-04-03 10:45:38,2021-04-03 10:54:44,0,100,545,1,2021-04-03 10:54:44,R_3Pjen7dnXkQ5aXH,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,26.42,0,0,0,7.287,0,0,0,17.634,0,,,,,,,,,,,,,,,,,10.802,28.632,31.013,4,1,7,7,7,7,5,1,1,5.616,21.422,24.023,4,7,7,2,7,3.764,20.825,24.383,4,3.608,78.007,171.101,2,2.563,131.041,132.819,9,410,3,1,4,500,3,2,2,,,,,0,0,5.492,0,2.297,4.998,7.624,2,2,,6,2.216,6.344,10.825,3,1,1,50,1.955,21.831,24.13,5,1,,2,1,2,1.798,1.798,8.791,1,2,,2.326,2.326,5.049,1,5,1.99,1.99,4.57,1,1,,1.359,8.684,11.227,2,1,3,6.417,6.417,13.074,1,No.,,0,0,10.443,0,8,56553561,,2
2021-04-03 10:57:36,2021-04-03 11:05:14,0,100,457,1,2021-04-03 11:05:14,R_pn2yEemXQnjKzqV,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,1.617,2.948,6.865,3,1.568,1.568,4.417,1,1.461,3.495,4.431,4,1.843,89.685,102.888,41,2.779,121.624,123.957,51,1% but can’t remember exact tonnes,2,2,3,4,3,20%,3,1.391,32.937,33.744,27,2,5,6,6,6,5,1,2,1.667,23.097,24.3,17,5,7,2,4,1.345,21.847,22.545,20,,,,,,,,,,,,,,,,,,,,,1.381,1.381,5.986,1,2.53,6.149,6.94,5,1,,3,1.229,3.862,6.885,5,1,1,33,1.373,20.651,21.879,15,1,,2,1,5,1.274,4.724,6.536,5,2,,1.456,4.639,6.05,4,8,1.14,1.943,3.461,2,1,,1.649,7.475,8.965,5,8,2,3.476,50.87,52.651,6,I have not taken any similar surveys these past few month.,Everything worked as it should have — best of luck!,1.41,4.776,6.397,3,6,29181505,,1
2021-04-03 10:49:54,2021-04-03 11:09:00,0,100,1145,1,2021-04-03 11:09:00,R_1246g8ezR1gC6ut,anonymous,EN,0.8000000000000000444089209850062616169452667236328125,0,0,7.007,0,0,0,4.952,0,320.492,320.492,321.727,1,,,,,,,,,,,,,,,,,14.326,23.814,24.652,4,1,5,7,7,7,5,1,6,16.577,24.729,25.807,5,7,7,2,1,5.702,24.431,25.332,4,,,,,1.657,65.576,66.95,12,410,3,1,4,500,3,2,2,0,0,98.58,0,0,0,3.928,0,1.92,4.401,6.3,2,2,,6,2.366,6.182,11.227,3,1,1,30,2.357,12.7,14.643,4,1,,2,1,2,1.458,1.458,6.049,1,1,,4.131,4.131,5.511,1,8,1.206,1.206,2.899,1,1,,2.992,10.064,10.864,2,8,4,6.809,6.809,13.061,1,No.,,0,0,8.314,0,8,24756282,,3
2021-04-03 11:07:14,2021-04-03 11:12:50,0,100,335,1,2021-04-03 11:12:50,R_b8E8doAcnDGYqXv,anonymous,EN,1,6.027,6.027,6.449,1,0,0,57.809,0,9.712,9.712,23.319,1,,,,,,,,,,,,,,,,,19.277,27.303,31.964,4,1,6,7,7,7,5,1,1,2,6.463,8.044,4,7,7,2,5,2.041,15.699,16.329,8,,,,,1.798,82.5,83.085,11,410,3,1,4,500,3,2,2,3.88,3.88,51.687,1,0,0,2.618,0,1.285,2.778,3.64,2,2,,2,1.195,5.355,5.997,2,1,1,30,3.697,6.954,7.728,3,3,,2,2,6,1.145,6.168,6.62,3,1,,1.718,1.718,3.071,1,8,0.93,0.93,2.697,1,1,,1.454,4.482,5.052,2,7,3,1.013,1.013,6.171,1,No I have not,Thanks!,0,0,5.553,0,8,61117244,,3
2021-04-03 11:28:11,2021-04-03 11:34:06,0,100,355,1,2021-04-03 11:34:08,R_12xskkTPlQxK3lF,anonymous,EN,1,5.074,5.074,9.226,1,0,0,3.452,0,0,0,7,0,3.113,16.105,78.076,4,3.059,114.558,116.956,10,45000,2,2,3,1,3,20,3,16.323,27.887,28.989,4,1,5,5,7,7,5,1,2,3.778,13.583,15.485,4,4,7,2,3,4.055,15.303,17.47,4,,,,,,,,,,,,,,,,,,,,,0,0,6.216,0,1.169,3.394,4.948,2,1,,6,1.286,3.194,5.314,3,1,1,48,2.887,9.908,11.078,4,1,,2,1,1,4.565,4.565,6.171,1,1,,1.967,1.967,4.011,1,8,1.191,1.191,3.212,1,1,,1.893,6.626,7.869,2,4,4,2.154,2.154,8.321,1,no,,3.932,3.932,14.381,1,7,10389243,,1
2021-04-03 11:28:20,2021-04-03 11:35:44,0,100,444,1,2021-04-03 11:35:45,R_RCWIbCUvzt1KTOV,anonymous,EN,1,0,0,7.13,0,0,0,6.485,0,0,0,8.734,0,,,,,,,,,,,,,,,,,26.651,46.834,47.466,6,5,5,6,6,4,5,5,6,36.282,46.054,46.526,6,3,4,2,2,7.546,17.781,18.678,4,1.582,44.616,147.07,3,3.656,98.51,99.287,10,410,3,1,4,500,3,2,2,,,,,0,0,3.206,0,1.35,2.524,4.921,2,1,,3,1.503,3.421,6.294,3,1,1,35,1.698,9.2,9.801,5,2,,2,6,6,2.16,2.16,7.021,1,5,,1.923,1.923,4.2,1,4,2.259,2.841,3.452,2,1,,1.952,5.519,6.282,4,7,1,1.573,5.407,6.082,2,no,,0,0,6.561,0,8,64862389,,2
2021-04-03 11:30:12,2021-04-03 11:37:18,0,100,425,1,2021-04-03 11:37:18,R_31ookwOhK2xfnVR,anonymous,EN,1,0,0,9.611,0,0,0,3.275,0,0,0,5.135,0,38.13,54.706,158.371,5,15.515,144.823,147.863,9,"43,500,000,000",2,2,3,1,3,20,3,2.619,9.641,10.924,4,1,7,7,7,7,5,1,1,2.327,7.707,11.578,4,7,6,2,4,2.736,10.11,11.151,5,,,,,,,,,,,,,,,,,,,,,0,0,3.011,0,1.196,3.961,4.555,3,2,,4,1.041,3.671,6.202,3,1,1,40,2.328,10.945,11.907,6,3,,2,2,2,1.274,1.274,6.09,1,2,,1.186,1.186,3.349,1,8,1.164,1.164,2.974,1,5,,1.777,4.928,6,2,6,3,2.677,2.677,11.567,1,Yes,,0,0,5.883,0,7,72558194,,1
2021-04-03 11:32:20,2021-04-03 11:38:10,0,100,350,1,2021-04-03 11:38:10,R_3e90Q1zLJoBncTn,anonymous,EN,0.8000000000000000444089209850062616169452667236328125,0,0,7.007,0,0,0,3.54,0,0,0,9.23,0,,,,,,,,,,,,,,,,,3.512,10.638,11.434,4,2,6,6,6,6,5,2,4,44.737,111.745,114.247,10,6,6,2,4,2.775,16.126,17.046,4,,,,,1.941,59.095,60.715,12,500,5,4,4,500,4,2,2,2.69,40.642,43.711,2,0,0,3.055,0,0.954,2.858,4.395,3,1,,5,1.215,3.002,7.552,3,1,1,44,1.371,12.247,13.767,4,3,,2,1,1,1.799,3.578,6.179,2,10,,2.285,2.285,6.061,1,8,1.189,2.999,3.329,2,1,,2.174,7.876,10.252,6,13,4,4.015,4.015,9.024,1,no,,0,0,6.159,0,4,73677154,,3
2021-04-03 11:34:23,2021-04-03 11:42:46,0,100,503,1,2021-04-03 11:42:46,R_32J92eJNVs9M25x,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,6.515,0,0,0,5.888,0,0,0,8.218,0,,,,,,,,,,,,,,,,,8.841,18.897,22.547,4,3,6,6,6,6,5,2,2,4.979,13.563,16.941,4,6,6,2,5,4.798,17.077,20.063,4,,,,,9.872,115.102,117.181,8,410,3,1,4,500,3,2,2,8.09,57.011,99.976,2,0,0,5.626,0,0.988,2.644,13.151,2,2,,4,1.382,3.782,96.94,3,1,1,38,1.931,11.37,13.418,5,3,,2,5,2,1.664,1.664,6.311,1,3,,1.574,1.574,3.579,1,8,1.6,1.6,3.094,1,5,,2.328,5.889,6.923,3,9,3,5.028,5.028,40.793,1,no,"the infographic could have been created on a darker background, so that the text could be easier to read.",6.727,6.727,7.177,1,8,17336123,,3
2021-04-03 11:49:31,2021-04-03 11:54:35,0,100,303,1,2021-04-03 11:54:36,R_3nHjgFSTQ3mOBm8,anonymous,EN,1,0,0,6.846,0,0,0,5.574,0,0,0,25.886,0,,,,,,,,,,,,,,,,,5.4,15.651,16.295,4,2,6,6,4,4,5,2,6,3.772,12.295,13.851,4,3,2,2,2,7.095,15.766,17.009,4,0,0,94.514,0,2.069,53.401,55.871,10,80,3,1,4,400,3,2,2,,,,,0,0,3.326,0,1.551,3.263,5.112,2,2,,5,2.334,4.283,6.387,3,1,1,42,1.977,9.932,10.512,4,3,,2,6,6,1.357,1.357,5.942,1,1,,2.324,2.324,3.954,1,8,1.104,1.104,3.192,1,1,,1.691,5.846,7.546,2,3,4,1.868,1.868,5.974,1,no,,0,0,6.197,0,6,89400882,,2
2021-04-03 11:55:35,2021-04-03 11:59:54,0,100,258,1,2021-04-03 11:59:55,R_331pjhQJ6uOWwP3,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,8.916,0,0,0,14.217,0,0,0,3.288,0,,,,,,,,,,,,,,,,,2.775,9.842,10.624,5,6,5,5,3,2,5,4,6,2.184,11.005,11.841,7,3,3,2,2,21.117,27.118,27.887,5,,,,,1.755,35.713,36.598,12,450,3,1,4,1000,1,4,1,29.861,29.861,30.854,1,0,0,27.23,0,2.134,7.502,8.466,4,2,,5,1.224,5.472,6.522,4,1,1,44,2.002,8.748,9.648,6,2,,2,5,5,1.655,2.362,10.81,2,5,,1.637,2.368,3.33,2,8,1.282,1.971,3.016,2,1,,1.1,4.569,5.405,3,5,4,1.676,1.676,8.044,1,No,,0,0,17.697,0,3,97782273,,3
2021-04-03 12:16:06,2021-04-03 12:24:14,0,100,488,1,2021-04-03 12:24:15,R_1jj3pR5vddGlBCp,anonymous,EN,1,0,0,61.685,0,0,0,3.845,0,0,0,5.922,0,,,,,,,,,,,,,,,,,10.34,15.156,16.013,4,3,6,6,5,6,5,3,3,1.999,5.248,6.331,4,5,6,2,6,2.146,7.795,8.768,4,,,,,1.466,146.345,164.126,11,400,3,1,4,500,3,2,2,0,0,157.501,0,0,0,3.461,0,0.909,2.005,4.282,2,2,,2,1.078,3.235,5.508,3,1,1,28,1.302,6.243,7.128,5,1,,2,3,3,1.806,1.806,8.207,1,4,,1.6,1.6,3.045,1,8,0.956,0.956,3.057,1,1,,1.628,7.773,8.256,3,7,2,1.496,1.496,6.357,1,no,,0,0,6.042,0,8,62934659,,3
2021-04-03 12:17:51,2021-04-03 12:26:31,0,100,520,1,2021-04-03 12:26:31,R_1HeLLcyXau36luF,anonymous,EN,1,4.162,4.162,6.868,1,0,0,4.164,0,2.581,8.14,9.49,2,,,,,,,,,,,,,,,,,10.115,24.672,25.801,5,2,6,6,6,6,5,2,2,2.371,12.61,14.444,6,6,6,2,6,2.412,22.144,23.199,5,4.31,63.929,69.877,5,41.995,258.476,259.674,19,410,3,1,4,500,3,2,2,,,,,0,0,3.274,0,2,7.145,22.363,4,1,,8,1.928,5.849,8.484,4,1,1,60,2.576,11.7,12.769,6,2,,2,6,6,2.542,5.498,6.827,2,5,,2.448,6.51,7.804,3,9,1.1,5.001,5.884,3,1,,2.784,8.241,9.622,3,6,1,1.983,11.551,12.547,2,no,,3.236,3.236,6.629,1,8,63632883,,2
2021-04-03 12:25:25,2021-04-03 12:31:28,0,100,363,1,2021-04-03 12:31:29,R_3I6roNEfXKgEuSc,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,6.88,0,0,0,8.224,0,0,0,18.28,0,,,,,,,,,,,,,,,,,15.488,33.298,34.016,4,3,6,7,6,6,5,1,1,8.737,21.555,23.321,4,6,6,2,4,4.467,22.757,23.892,4,,,,,3.682,66.986,68.561,10,410,3,1,4,500,3,2,2,0,0,76.103,0,0,0,5.415,0,1.262,4.815,7.356,2,2,,10,1.801,6.2,10.968,3,1,1,69,1.256,20.57,21.367,5,2,,2,5,6,2.874,2.874,6.456,1,2,,2.789,2.789,4.307,1,9,1.359,1.359,3.42,1,1,,3.628,8.602,10.243,2,11,1,3.015,13.328,17.541,2,no,none,0,0,7.871,0,8,842580,,3
2021-04-03 12:24:49,2021-04-03 12:33:34,0,100,525,1,2021-04-03 12:33:35,R_1d4b5pqK2teQwrW,anonymous,EN,0.8000000000000000444089209850062616169452667236328125,0,0,14.358,0,0,0,8.178,0,8.571,8.571,9.276,1,5.556,15.995,101.296,2,1.356,195.236,198.281,12,two tenths of 1%,2,2,3,1,3,80,3,2.294,37.182,37.897,4,4,6,6,4,4,5,1,1,1.192,1.192,18.456,1,6,4,2,3,0,0,37.387,0,,,,,,,,,,,,,,,,,,,,,3.576,3.576,4.816,1,4.397,7.541,9.199,2,2,,4,2.512,4.744,15.953,3,1,1,36,3.501,14.364,16.334,5,3,,2,3,3,2.614,2.614,6.663,1,10,,2.67,2.67,4.063,1,8,1.518,1.518,3.43,1,3,,1.295,7.943,9.872,2,3,4,1.192,1.192,13.016,1,I have not taken a similar survey.,,0,0,8.849,0,6,28101599,,1
2021-04-03 12:26:19,2021-04-03 12:36:26,0,100,606,1,2021-04-03 12:36:26,R_AuhtbuvJepbmqd3,anonymous,EN,1,0,0,9.766,0,0,0,6.459,0,0,0,24.269,0,,,,,,,,,,,,,,,,,14.732,57.5,67.486,5,6,4,5,3,2,5,4,5,10.299,32.436,34.658,4,2,2,2,2,5.72,23.277,24.546,4,0,0,226.014,0,3.616,78.66,80.269,10,400,3,1,4,500,3,2,2,,,,,0,0,4.828,0,1.471,4.546,6.448,2,2,,6,1.479,14.309,18.334,4,1,2,47,5.005,26.739,27.914,5,3,,2,4,6,2.149,2.149,6.254,1,1,,7.943,7.943,8.96,1,8,2.465,2.465,6.284,1,5,,3.442,14.201,15.075,2,8,4,12.348,12.348,19.836,1,No,,0,0,12.133,0,8,45706274,,2
2021-04-03 12:43:55,2021-04-03 12:51:20,0,100,444,1,2021-04-03 12:51:21,R_2OJX294zAMNBR3R,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,6.651,0,0.752,126.013,126.724,3,0,0,11.886,0,2.556,7.426,15.686,5,14.995,153.313,155.361,10,43500000000000,2,2,3,1,3,20,3,2.157,10.857,14.374,6,4,6,7,6,6,5,1,4,3.148,13.073,13.896,5,6,6,2,4,5.852,16.532,17.272,8,,,,,,,,,,,,,,,,,,,,,0,0,24.116,0,0.898,1.73,3.861,2,1,,1,0.877,2.241,5.858,3,1,1,24,1.627,7.578,8.649,4,3,,2,4,4,1.458,5.079,6.394,2,7,,1.902,2.947,3.315,2,10,1.366,1.366,2.683,1,5,,1.063,1.063,4.47,1,6,,6.377,6.377,11.215,1,no,,0,0,6.071,0,8,44270695,,1
